customer_unique_id,product_id,score
0097fca0db567f5ca79509b7b4fc1c2d,0de59eddc63167215c972b0d785ffa7b,2.897
0097fca0db567f5ca79509b7b4fc1c2d,fe31b2791161c24e921f90788d443e1c,2.8837
0097fca0db567f5ca79509b7b4fc1c2d,2e511b5741ab14e7f5294df6f1310b03,2.7433
0097fca0db567f5ca79509b7b4fc1c2d,8bb27b1d96be90b36b8d0c7f30931d52,2.727
0097fca0db567f5ca79509b7b4fc1c2d,b8c2cf7e813b0eb7ec62f7459217b22c,2.6629
0097fca0db567f5ca79509b7b4fc1c2d,6b6b162b177d0f36987993aecbe1c65f,2.6502
0097fca0db567f5ca79509b7b4fc1c2d,41da75141264c3bde21ecea85a4cb8b7,2.6154
0097fca0db567f5ca79509b7b4fc1c2d,90b58782fdd04cb829667fcc41fb65f5,2.5811
0097fca0db567f5ca79509b7b4fc1c2d,a03e401d58a45187271718c5d7610422,2.5162
0097fca0db567f5ca79509b7b4fc1c2d,308e4e21ae228a10f6370a243ae59995,2.495
00fd4a627a3b93cff0729f0b3554640d,d35d1fa56f3c5a2777f5542a84a085dd,4.0461
00fd4a627a3b93cff0729f0b3554640d,3bb3e5caf47c7e92ed97227247e942a8,3.858
00fd4a627a3b93cff0729f0b3554640d,90b58782fdd04cb829667fcc41fb65f5,3.6547
00fd4a627a3b93cff0729f0b3554640d,308e4e21ae228a10f6370a243ae59995,3.5328
00fd4a627a3b93cff0729f0b3554640d,61937887eb6ee0b405a5759756426486,3.3851
00fd4a627a3b93cff0729f0b3554640d,20531b0644a0719b8d506c4db3c56609,3.225
00fd4a627a3b93cff0729f0b3554640d,57c9362442482cd2451f2eabf468e532,2.9675
00fd4a627a3b93cff0729f0b3554640d,62b07aff118f62756ee579afeedc3eb0,2.9012
00fd4a627a3b93cff0729f0b3554640d,3de0f67a3747dbf94f485e9f5843b02d,2.8836
00fd4a627a3b93cff0729f0b3554640d,12f749c76f15e9bf5743bebda92da24a,2.5521
0178b244a5c281fb2ade54038dd4b161,8bb27b1d96be90b36b8d0c7f30931d52,4.6814
0178b244a5c281fb2ade54038dd4b161,a03e401d58a45187271718c5d7610422,4.3196
0178b244a5c281fb2ade54038dd4b161,b68cf84ede4fd1e14b1740de5b727d55,3.8776
0178b244a5c281fb2ade54038dd4b161,90b58782fdd04cb829667fcc41fb65f5,3.7148
0178b244a5c281fb2ade54038dd4b161,308e4e21ae228a10f6370a243ae59995,3.5909
0178b244a5c281fb2ade54038dd4b161,51f3e4065d72846204cb4f46d8d241cf,3.3506
0178b244a5c281fb2ade54038dd4b161,b8c2cf7e813b0eb7ec62f7459217b22c,3.1436
0178b244a5c281fb2ade54038dd4b161,0fd55f5dee013f990c929cd3ad6bfee0,3.0463
0178b244a5c281fb2ade54038dd4b161,fe59a1e006df3ac42bf0ceb876d70969,3.0169
0178b244a5c281fb2ade54038dd4b161,ad1280b6c5b1af7cfd97372249be66c9,2.8409
01a22e2079ea71e17313b88e5811e54a,8bb27b1d96be90b36b8d0c7f30931d52,2.853
01a22e2079ea71e17313b88e5811e54a,0de59eddc63167215c972b0d785ffa7b,2.692
01a22e2079ea71e17313b88e5811e54a,55aefe286a63b5e07f42a63c10371020,2.6602
01a22e2079ea71e17313b88e5811e54a,a03e401d58a45187271718c5d7610422,2.6325
01a22e2079ea71e17313b88e5811e54a,48640118918b5bd6454e3fee20ad637b,2.5784
01a22e2079ea71e17313b88e5811e54a,cc7e60cc41c667212b37102362120438,2.536
01a22e2079ea71e17313b88e5811e54a,fe31b2791161c24e921f90788d443e1c,2.5251
01a22e2079ea71e17313b88e5811e54a,6e2a68aa94eb2a3b5b3499bf2314d544,2.4592
01a22e2079ea71e17313b88e5811e54a,0fd55f5dee013f990c929cd3ad6bfee0,2.4128
01a22e2079ea71e17313b88e5811e54a,90b58782fdd04cb829667fcc41fb65f5,2.325
01c289bb06354cdc7e6549570f20ada4,8bb27b1d96be90b36b8d0c7f30931d52,2.912
01c289bb06354cdc7e6549570f20ada4,a03e401d58a45187271718c5d7610422,2.687
01c289bb06354cdc7e6549570f20ada4,cb03e4f0503f45854e87afe535e0681d,2.576
01c289bb06354cdc7e6549570f20ada4,b68cf84ede4fd1e14b1740de5b727d55,2.3496
01c289bb06354cdc7e6549570f20ada4,ee918a5c4e95f273708c2582a5314325,2.3403
01c289bb06354cdc7e6549570f20ada4,f6eda47c88d786adf6f3e3f016833927,2.208
01c289bb06354cdc7e6549570f20ada4,657247f6f60543b93e3cc708a8e6329c,2.1099
01c289bb06354cdc7e6549570f20ada4,7893c68e0a8b6e58a70390551e8a84d9,2.0948
01c289bb06354cdc7e6549570f20ada4,cfe6e9c01d0bbb5df9a75f0e3286baa9,2.0948
01c289bb06354cdc7e6549570f20ada4,8e3e3059aabb0c13679db43619590ad5,1.9178
0209f290b5451d357308bc0e90521026,65f037a133d9ffc71164a5d69dee187e,4.5127
0209f290b5451d357308bc0e90521026,51f3e4065d72846204cb4f46d8d241cf,3.4536
0209f290b5451d357308bc0e90521026,b8c2cf7e813b0eb7ec62f7459217b22c,3.2361
0209f290b5451d357308bc0e90521026,fe59a1e006df3ac42bf0ceb876d70969,2.4098
0209f290b5451d357308bc0e90521026,33e503f68fb60fe165ed992965f2c737,2.3728
0209f290b5451d357308bc0e90521026,399f54c06661d06ca45c6e24ed238e0e,2.2962
0209f290b5451d357308bc0e90521026,773a9c97b7435492ec93014cd43ecf77,2.2953
0209f290b5451d357308bc0e90521026,b09cd20111b8c27705b617c3b5af7608,2.2575
0209f290b5451d357308bc0e90521026,9eacfe990da87a66d7fc95e4f97bad14,2.2575
0209f290b5451d357308bc0e90521026,66f1a8d90992af09e58ab4e0496054ea,2.1221
0241fa2e9adf0576cb0f845377d05c03,a14aea6067b93158e956612c50b74cfa,2.8909
0241fa2e9adf0576cb0f845377d05c03,b68cf84ede4fd1e14b1740de5b727d55,2.8667
0241fa2e9adf0576cb0f845377d05c03,ebc714d9f070a89f4d411982ea9670fb,2.7077
0241fa2e9adf0576cb0f845377d05c03,730d34d191892dd7c4fb157daade465e,2.5027
0241fa2e9adf0576cb0f845377d05c03,30d1842be9c62546d3fb853119602ac2,2.4131
0241fa2e9adf0576cb0f845377d05c03,4638e41e1c53018897e12edbb2815807,2.3309
0241fa2e9adf0576cb0f845377d05c03,61a4100ccd6d9c4c808a1fd954ddb8ad,2.2397
0241fa2e9adf0576cb0f845377d05c03,3ed43e8f95f9801cd8099b6f73e07335,2.203
0241fa2e9adf0576cb0f845377d05c03,596dd8bfc1289b4336ef857ffb960d47,2.203
0241fa2e9adf0576cb0f845377d05c03,dbb67791e405873b259e4656bf971246,2.1113
02e9109b7e0a985108b43e573b6afb23,6cdd53843498f92890544667809f1595,4.1002
02e9109b7e0a985108b43e573b6afb23,90b58782fdd04cb829667fcc41fb65f5,4.0855
02e9109b7e0a985108b43e573b6afb23,308e4e21ae228a10f6370a243ae59995,3.9493
02e9109b7e0a985108b43e573b6afb23,ad1280b6c5b1af7cfd97372249be66c9,3.7114
02e9109b7e0a985108b43e573b6afb23,0fd55f5dee013f990c929cd3ad6bfee0,3.6961
02e9109b7e0a985108b43e573b6afb23,cc88837a83ef7b7ea2bf724434a53ef3,3.2023
02e9109b7e0a985108b43e573b6afb23,8bb27b1d96be90b36b8d0c7f30931d52,3.0776
02e9109b7e0a985108b43e573b6afb23,304104a478e3a605db6072a22e4ee228,2.8407
02e9109b7e0a985108b43e573b6afb23,a03e401d58a45187271718c5d7610422,2.8397
02e9109b7e0a985108b43e573b6afb23,e4b0f340d2552f744b4c2d48dffbc0e2,2.764
032c36a3e0e337f241a5910aa6ef3077,90b58782fdd04cb829667fcc41fb65f5,4.2067
032c36a3e0e337f241a5910aa6ef3077,308e4e21ae228a10f6370a243ae59995,4.0664
032c36a3e0e337f241a5910aa6ef3077,8bb27b1d96be90b36b8d0c7f30931d52,3.2668
032c36a3e0e337f241a5910aa6ef3077,a03e401d58a45187271718c5d7610422,3.0143
032c36a3e0e337f241a5910aa6ef3077,3bb3e5caf47c7e92ed97227247e942a8,2.9363
032c36a3e0e337f241a5910aa6ef3077,d35d1fa56f3c5a2777f5542a84a085dd,2.8424
032c36a3e0e337f241a5910aa6ef3077,57c9362442482cd2451f2eabf468e532,2.8287
032c36a3e0e337f241a5910aa6ef3077,61937887eb6ee0b405a5759756426486,2.8047
032c36a3e0e337f241a5910aa6ef3077,ad1280b6c5b1af7cfd97372249be66c9,2.8037
032c36a3e0e337f241a5910aa6ef3077,0fd55f5dee013f990c929cd3ad6bfee0,2.7821
037ebbb3507dc1717f22ee973771c9d8,00faa46f36261af8bbf3a4d37fa4841b,3.8534
037ebbb3507dc1717f22ee973771c9d8,6d8096ca93caea3416a6b24bf411bc86,2.985
037ebbb3507dc1717f22ee973771c9d8,ee918a5c4e95f273708c2582a5314325,2.8336
